,industry,job_title,company_name,location,summary,date_posted
545,construction,General Labor,Symbia Logistics,N/A,"Some experience in construction and/or related field.
The repairing of damaged pallets that weighs 75 to 85 lbs. using speed, accuracy, and detail that meet…",8 days ago
546,construction,Estimating Assistant,Bay Area Traffic Solutions,N/A,"Someone with experience within the traffic control or construction industry is highly preferred.
Reviews construction bid boards and plan rooms for contracting…",30+ days ago
547,construction,Estimator,"Lupton Excavation, Inc.","Sacramento, CA 95828","Having prior knowledge of underground construction and/or utility installation is preferable.
Underground Utility Design & Installation Company seeking to fill…",30+ days ago
548,construction,Epoxy Flooring / Concrete Polishing Foreman & Laborers (Construction),CentiMark Corporation,N/A,"Pay rate of $15-$25/hour dependent upon experience.
Our employees also have multiple opportunities for recognition through our Safety & Risk Program as well as…",5 days ago
549,construction,Door Technician,RC Store Maintenance,"Sacramento, CA","We need door technicians that can diagnose and repair commercial doors, roll up doors, lock sets, security screens, and perform general *building…",18 days ago
550,construction,"Grill, Wheelbarrow, Furniture Assembler",Nw Service Enterprises Inc,N/A,"NW Service Enterprises, Inc, professional assembly services is looking for assemblers to build Grills, Wheelbarrows, Furniture, Garden Power Equipment and more,…",9 days ago
551,construction,General Labor,HYLAN,N/A,"Hylan West, a division of Hylan, is a full-service, design-build contractor specializing in broadband, communications, and intelligent transport systems (ITS),…",30+ days ago
552,construction,APPRENTICE / JOURNEYMAN ROOFER,All Seasons North Roofing & Waterproofing,N/A,"Healthcare (medical/dental/vision): * Yes (Half of Medical Insurance provided).
Candidates should possess hard work ethics, great organizational skills, be…",20 days ago
553,construction,Health & Safety Specialist (Nights),Flatiron Construction Corp,N/A,"Experience in construction industry or safety internship preferred.
General knowledge of construction site equipment, methods and processes.",11 days ago
554,construction,Electrical Construction Inspector II,City of Sacramento,N/A,Review and monitor construction schedule to insure construction is progressing in accordance with contract requirements.,20 days ago
555,construction,Assistant Construction Superintendent,"Cutting Edge Modular, Inc.","Sacramento, CA","3+ years of building trades experience REQUIRED..
Framing, windows, doors, shear, siding, plumbing, electrical, HVAC, roofing, trim, finish ?.",30+ days ago
556,construction,Technical Representative/Estimator (Construction),CentiMark Corporation,N/A,"New and existing account development, site inspections, proposal deliveries and material demonstration.
Measure floors and estimate the amount of material and…",1 day ago
557,construction,Electrician Trainee,Kelly Pacific,N/A,"Our company is a leader in the electrical construction, maintenance and service industry.
We perform electrical construction and maintenance services for…",17 days ago
558,construction,Equipment Operator,Acara Solutions,N/A,"Candidates should come from Heavy Equipment Operator(s): Ex: Backhoe, Bull Dozer, Front end loader, drilling rig, oil or gas industry, logging/lumberjack, crane…",30+ days ago
559,construction,Grade 1 Electrician - 2nd Shift,Greenheck Group,N/A,"2nd Shift - 2pm to 10pm.
Perform new electrical installation for commercial HVAC manufacturing.
Plan, organize, and execute daily assignments individually or as…",15 days ago
560,construction,Laborer,ERRG,N/A,"Clean and prepare construction sites.
Must be able to operate construction tools.
Perform tasks involving physical labor at building, earthwork construction…",30+ days ago
561,construction,Laborer (Precast Concrete),Jensen Precast,N/A,"Makes quality drycast concrete products in a safe and timely manner by operating different sizes of vibrating tables, forms, and various other pieces of…",30+ days ago
562,construction,Construction Administrator (Architecture),LPAS Architecture + Design,N/A,"Providing design and construction coordination on design and/or constructability of projects.
Completion of construction document process and review drawings,…",10 days ago
563,construction,Safety Coordinator,"Rosendin Electric, Inc",N/A,"Conduct regular walk thorough inspections of construction areas.
Minimum 1 year of safety construction experience.
Assist in emergency rescues as required.",30+ days ago
564,construction,Member Host - Painter,Landing,N/A,"Landing is a network of fully furnished apartment homes across the country.
You are an experienced and enthusiastic professional.",30+ days ago
565,construction,Edible Garden Installer,"Yard to Fork, LLC",N/A,"Woodworking experience and/or general construction experience is a plus.
Pay is dependent on applicants experience ranging from $17-$20/hour.",3 days ago
566,construction,Estimator,"Lupton Excavation, Inc.","Sacramento, CA 95828","Having prior knowledge of underground construction and/or utility installation is preferable.
Underground Utility Design & Installation Company seeking to fill…",30+ days ago
567,construction,Construction Project Manager,Wood Rodgers,N/A,"Strong knowledge in reading and understanding construction plans pertaining to construction staking.
You'll be performing various tasks associated with land…",22 days ago
568,construction,"Project Engineer | Fresno, California",Swinerton Builders,N/A,"Basic understanding of construction cost accounting.
Knowledge of virtual construction technology systems preferred.
Assist with preparation of CPM schedules.",30+ days ago
569,construction,Renovation Technician,City Wide Restoration and Construction,N/A,"\*$500.00 Sign-on Bouns after you pass your 30-day probation period\*.
Knowledge in Restoration is a plus.
MUST HAVE A VALID DL.",16 days ago
570,construction,Window Installation & Service Team Members,"Avanti Windows & Doors, LLC","Sacramento, CA","Learn how to become an Avanti Field Expert!
The Avanti Field Expert program provides a clear path for training and career development.
$16-$20 per hour.",30+ days ago
571,construction,Assistant Construction Superintendent,"Cutting Edge Modular, Inc.","Sacramento, CA","3+ years of building trades experience REQUIRED..
Framing, windows, doors, shear, siding, plumbing, electrical, HVAC, roofing, trim, finish ?.",30+ days ago
572,construction,Fireplace Technician,"California Mantel & Fireplace, Inc.","Sacramento, CA 95834 (Natomas Crossing area)","Minimum 2 years experience in construction industry.
The Fireplace Service Technician must possess a high level of understanding of issues that often arise in…",30+ days ago
573,construction,Fire Sprinkler Fitter,RLH Fire Protection,N/A,"RLH Fire Protection is actively recruiting for full time California Certified Commercial Fire Sprinkler Fitters..
Willingness to travel as needed.",11 days ago
574,construction,Bandsaw Operator,Pallet Management Group,N/A,"Specific vision abilities required by this job include close vision, distance vision, peripheral vision and depth perception.
Comply with all safety guidelines.",1 day ago
575,construction,Marticus Electric is hiring Residential Electricians,"Marticus Electric, Inc.",N/A,"Certified Electrical license is preferred.
Valid California Driver’s License and clean driving record.
Able to climb ladders, lift, and work in a variety of…",17 days ago
576,construction,Home Flooring Installation Contractor,Floor Interior Services,N/A,"Looking for Professional and Experienced Flooring Installers (Carpet, Laminate, Tile, Vinyl).
Competitive pay with year round work.",30+ days ago
577,construction,Project Engineer (Entry-Level),Bergelectric,N/A,"Knowledge of base principle of scheduling, project management for construction and electric materials is a plus.",15 days ago
578,construction,Fencing Installer/Laborer,RXA Landscaping,N/A,"Construction Experience: 1 year (Preferred).
Open to applicants who do not have a high school diploma/GED.
A good job for someone just entering the workforce or…",19 days ago
579,construction,Apprentice Plasterer - Fireproofing,TruTeam,N/A,"As an Apprentice, you will be responsible for all aspects of installing company products according to work order, manufacturer, quality and safety guidelines.",30+ days ago
580,construction,Warehouse Associate,Custom Home Accessories,N/A,"This position is full time and offers an hourly wage, company supported health insurance, optional vision and dental, holiday pay retirement savings plan and…",19 days ago
581,construction,Fence installer,Top Rail Fence Corporation,N/A,"Installing new fencing for new and existing homes and businesses.
Must Have Clean driving record to drive company trucks,.
Job Types: Full-time, Internship.",1 day ago
582,construction,Entry Level Shop Technician,"Papé Machinery, Inc. - Construction & Forestry",N/A,"Applicants should have working knowledge of heavy equipment and 1 plus years’ experience working on equipment, preferably in the construction industry.",30+ days ago
583,construction,Base Fabricator (Day and Swing Shifts Available),Villara,N/A,"Expected to be results oriented and accountable for all aspects of meeting our customer expectations.
Assemble products with supervision per process details…",30+ days ago
584,construction,Assistant Construction Superintendent,"Cutting Edge Modular, Inc.","Sacramento, CA","3+ years of building trades experience REQUIRED..
Framing, windows, doors, shear, siding, plumbing, electrical, HVAC, roofing, trim, finish ?.",30+ days ago
585,construction,CDL/Laborer,MasTec Utility Services,N/A,"As a Class A CDL Construction Laborer, you will support all phases of utility construction for various types of telecom projects.",30+ days ago
586,construction,Laborer - ERRS multi,"Environmental Quality Management, Inc.",N/A,"Perform physical labor on job sites handling hazardous materials in bulk, drums and small containers;
Operation of power tools and small equipment.",30+ days ago
587,construction,Painter/Apartment Maintenance Trainee,Governor's Square Apartments LLC,N/A,"Have a minimum of 1-year experience painting interiors, including drywall, patching and texturing.
Possess general handyman skills (good with a drill, wrench,…",9 days ago
588,construction,Repair Technician Entry Level Construction Flooring,Interior Logic Group,N/A,"This is a entry level job into the construction field.
The primary responsibility of the Quality Control/Flooring Repair Technician is to insure quality…",23 days ago
589,construction,Gunite Finisher,CRH,N/A,"Working knowledge of the hazards and safety precautions common to the construction industry.
Working knowledge of the methods, materials and tools used in the…",23 days ago
590,construction,Repair Technician Entry Level Construction Flooring,Interior Logic Group,N/A,"This is a entry level job into the construction field.
The primary responsibility of the Quality Control/Flooring Repair Technician is to insure quality…",23 days ago
591,construction,Installation Lead,Goodwin-Cole,"Sacramento, CA 95826","A solid pay and benefits package.
Install each job using company-approved methods; this is a “hands-on” foreman role.
Complete required paperwork for each job.",30+ days ago
592,construction,Gunite Finisher,CRH,N/A,"Working knowledge of the hazards and safety precautions common to the construction industry.
Working knowledge of the methods, materials and tools used in the…",23 days ago
593,construction,Traffic Controller - Sacramento,Traffic Management Inc,N/A,Respond to Dispatch Center calls in a timely manner for availability – no later than 90 minutes if between the hours and 8am and 5pm and no later than the next…,30+ days ago
594,construction,Fence Installer,Star Fence Co,N/A,"Must have some of your own tools as well as a drivers license and clean drug test.
Construction Experience: 1 year (Preferred).",25 days ago
595,construction,"Apprentice - Drain, Sewer, Plumber, Plumbing",ZOOM DRAIN,N/A,This program provides the opportunity to acquire best-in-practice skills from industry professionals while earning a competitive wage.,30+ days ago
596,construction,Welder,Holt of California,N/A,"Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to…",4 days ago
597,construction,Stair/Stair-Railing Installer,"iStairs, Inc.",N/A,"Stair/Stair-Railing Installer position is for Sacramento & Bay-Area jobsites.
Prefer prior experience but will train apprentice.",1 day ago
598,construction,Tile Helper,Residential Design Services,N/A,"Clean and level the surface to be tiled.
Measure and cut tile and marble.
Arrange tiles according to the design plans.
Apply grout with a rubber trowel.",8 days ago
599,construction,Boiler Operator,APSI Construction Management,N/A,Boiler Operator independently operates and maintains utility plant equipment and systems with minimal supervision; maintain one or multiple gas/propane fired…,30+ days ago
600,construction,Project Laborer,"MME Design, LLC DBA SWPPPSTER",N/A,"Dewatering construction sites, handling pumps, generators, hoses etc.….
We are a small erosion and sediment control company looking for a laborer to perform job…",20 days ago
601,construction,Assistant Construction Superintendent,"Cutting Edge Modular, Inc.","Sacramento, CA","3+ years of building trades experience REQUIRED..
Framing, windows, doors, shear, siding, plumbing, electrical, HVAC, roofing, trim, finish ?.",30+ days ago
602,construction,Garage Door Installer,National Garage Door,N/A,"Position requires the ability to be on time, work independently, have a clean driving record, Provide good customer service, must be able to lift 30lbs, and…",3 days ago
603,construction,Project Accountant,"Far Western Anthropological Research Group, Inc.",N/A,"Collecting, managing, and maintaining Billing Related data for entry into accounting software.
Troubleshoot and resolve project and billing issues with clients.",18 days ago
604,construction,Flooring Installers,United Flooring Inc.,N/A,"Experience required (1 year trade skill of flooring installation required).
We will pay $$Top$$ hourly rate for experienced flooring installer, plus benefits to…",30+ days ago
605,services,Krispy Kreme - Now Hiring Retail Staff - All Shifts!! 786,WKS Restaurant Group,"Sacramento, CA","Previous customer service experience is preferred.
Responsible for providing efficient, friendly service to Krispy Kreme patrons, as well as maintaining a…",3 days ago
606,services,Baker/Front Counter (City),Insomnia Cookies,"Sacramento, CA 95814 (Downtown area)","Must have prior customer service experience and a great smile.
Going completely cashless on delivery orders.
Contact free delivery available for customers.",6 days ago
607,services,Busser/Host/ Server,Brookfields Restaurant,"Sacramento, CA","Previous experience in customer service, food service, or other related fields.
You will take orders and serve food to patrons at the dining establishment.",3 days ago
608,services,Looking to Work in Sustainability? Farm Ambassadors Wanted!,Farm Fresh to You,"Sacramento, CA 95815 (Point West area)","Basic computer skills (Word, Spreadsheets, Outlook).
Intelligence, character, coachability/willingness to learn.
4 year or professional degree.",4 days ago
609,services,Amazon Delivery Associate,Amazon DSP,"Sacramento, CA 95838 (Robla area)","Delivery Associates strive to get every Amazon order to the customer’s door on-time.
We offer full and part-time opportunities.
Lift packages up to 50 lbs.",14 days ago
610,services,Warehouse Associate,Tesla,N/A,"Excellent customer service skills required.
The Warehouse Associate will maintain inventory at a regional Tesla warehouse.
Prepare and clean-up job site.",2 days ago
611,services,Houseman/Valet Attendant,The Delta King Hotel,"Sacramento, CA 95814 (Old Sacramento area)",This is a multi-function position providing guest services (Valet) and general cleaning and maintenance of public areas in the hotel and restaurants.,Just posted
612,services,"COVID-19 Vaccine Registered Nurse (Immunization) in Sacramento, CA",Curative Inc.,"Sacramento, CA","Have prior customer service experience.
Checking people in for an appointment and directing walk ins.
Tracking and reporting key data points.",30+ days ago
613,services,Front Counter Team Member,Chick-fil-A Arden Fair,"Sacramento, CA","Explain products and services to customers.
Previous experience in sales, customer service, or other related fields.
Welcome and identify customer needs.",9 days ago
614,services,Amazon Delivery Specialist up to $22/hr,Custom Care Logistics,"Sacramento, CA 95838 (Robla area)","Up to 2 weeks Paid Time Off with full-time work.
First raise as soon as 2-8 weeks from start, based on Performance.
Valid California driver’s license.",9 days ago
615,services,"Sales, Cashier and Stockroom Associates",ZARA,N/A,"Excellent customer service is our goal and the sales associate is our means of achieving it.
The job of a sales associate involves selling, restocking and…",2 days ago
616,services,PSE SALES & SVCS/DISTRIBUTION ASSOCIATE,United States Postal Service,N/A,"Ability to sell products and services includes providing timely and courteous customer service, persuasive selling to.
At the level required by the job.",1 day ago
617,services,MAIL HANDLER ASSISTANT,United States Postal Service,N/A,"Second 360-day term after a break in service of no more than 5 days, eligible for: health insurance under the Federal.
Weekends and holidays as needed.",Just posted
618,services,Guest Services Representative,Hilton Garden Inn Sacramento South Natomas,"Sacramento, CA 95833 (Gateway Center area)","Experience Minimum 3 months hospitality, general office, accounts receivable or customer service experience.
Greet, register, and assign rooms to guests.",4 days ago
619,services,Special Agent,Federal Bureau of Investigation,"Sacramento, CA 95841 (North Highlands area)","Our Special Agents seek out cyberthieves, infiltrate organized crime rings and oversee terrorism investigations, often training local, state and foreign…",30+ days ago
620,services,Police Officer Recruit,San Jose Police Department,"Sacramento, CA","Ø Military Veterans *with an honorable discharge can substitute four (4) years of active service in the U.S.
No experience or training is required.",30+ days ago
621,services,MAIL HANDLER ASSISTANT,United States Postal Service,N/A,"Second 360-day term after a break in service of no more than 5 days, eligible for: health insurance under the Federal.
Weekends and holidays as needed.",Just posted
622,services,Cash Management Services Teller,"Loomis Armored US, LLC","Sacramento, CA 94203 (Alkali Flat area)","Conduct deposit verification and/or change order preparation using specialized counting equipment and procedures.
Ability to perform simple computer data entry.",30+ days ago
623,services,Night Crew Stocker,Safeway,N/A,"As a Night Stocker you will face merchandise on shelves in our retail grocery store.
Open cases of merchandise using a company approved box cutter.",26 days ago
624,services,Contact Center Analyst,CalSTRS,N/A,"Support service level demands and build the foundation to expert level skill needed to efficiently manage contacts, both orally and in writing.",1 day ago
625,services,Genius,Apple,N/A,We’re looking for people who identify problems and provide feedback to ensure our customer service stays relevant and current.,Today
626,services,Entry Level Positions - Customer Service - Hiring This Week,The Las Vegas AO Group,N/A,"We are hiring for individuals who have a background in either customer service, finance, or sales.
Great compensation (Our reps make between $50k-$80k first…",9 days ago
627,services,Employer Services Analyst,CalSTRS,N/A,"The Employer Services teams provide consultative services and assistance to employers of K-12 and community college educators, relating to the reporting of…",1 day ago
628,services,Mail Room Clerk / Courier,Sutter Health,N/A,"Customer service experience a plus.
Advises customers on procedures for requesting contracted cab services.
Uses and maintains courier vehicle as necessary.",3 days ago
629,services,Entry Level Management - Interview Today - Customer Service,The Las Vegas AO Group,N/A,"We are hiring for individuals who have a background in either customer service, finance, or sales.
Must have a reliable vehicle and valid driver's license.",9 days ago
630,services,GROCERY DEPARTMENT,Safeway,N/A,"Your job will be to provide our customers with exceptional customer service.
As a Grocery Clerk, some of your duties will include ordering, stocking, and…",26 days ago
631,services,Cashier,Chipotle,"Sacramento, CA","Tuition assistance (100% coverage for select degrees or up to $5,250/year).
Free food (yes, really FREE).
Medical, dental, and vision insurance.",6 days ago
632,services,Association Support Assistant,Smith Moore & Associates,"Sacramento, CA 95811 (Southside Park area)","SMA is a fast-paced, full-service association management company located on the burgeoning R Street in downtown Sacramento.
Only full-time employees eligible.",9 days ago
633,services,Seasonal Warehouse Associate 2AM Shift (Part Time up to 34 hrs),IKEA,N/A,"Selects goods for customers quickly, securely, and accurately in order to meet delivery and multi-channel service standards.
High School Diploma or equivalent.",3 days ago
634,services,Communication Operator - Grade 125,Kaiser Permanente,N/A,"Promotes, ensures, and improves customer services to internal/external customers by demonstrating skills which are consistent with the organization's philosophy…",1 day ago
635,services,Seasonal Warehouse Associate 2AM Shift (Part Time up to 34 hrs),IKEA,N/A,"Selects goods for customers quickly, securely, and accurately in order to meet delivery and multi-channel service standards.
High School Diploma or equivalent.",3 days ago
636,services,Communication Operator - Grade 125,Kaiser Permanente,N/A,"Promotes, ensures, and improves customer services to internal/external customers by demonstrating skills which are consistent with the organization's philosophy…",1 day ago
637,services,Human Resources Technician,Sacramento Housing and Redevelopment Agency,"Sacramento, CA (Mansion Flats area)",The Human Resources Technician performs technical and administrative tasks requiring specialized knowledge and judgment in the application of human resources…,3 days ago
638,services,Patient Services Representative,Sutter Health,N/A,"Strong customer service experience preferred.
Prepares charge tickets for clinical services.
May compile and report units of service data to Finance for…",1 day ago
639,services,Shipper I,Milgard Windows and Doors,"Sacramento, CA 95828 (Florin Fruitridge Industrial Park area)","You must have a high school diploma or GED and capable of lifting to 100lbs.
In this role you will be responsible for truck loading and/or stocking the delivery…",30+ days ago
640,services,Office Assistant,"Waste Removal and Recycling,Inc.","Sacramento, CA 95826","Answering phones, providing customers with general and detailed information about our services.
Office assistant with basic computer skills.",6 days ago
641,services,Medical Scheduler,"Sacramento Ear, Nose and Throat","Sacramento, CA 95815 (Johnson Business Park area)","Books, coordinates and reschedules patient's appointments and handles customer service inquiries.
Responsible for making and scheduling patients’ appointments…",22 days ago
642,services,Customer Service Associate,"CheckSmart Financial, LLC","Sacramento, CA","6 months of experience in customer service or cash handling.
Customer Service Associate – Retail Store Cashier (Finance / Banking)Job Responsibilities*.",2 days ago
643,services,Part time Hospital Patient Advocate,MedData,"Sacramento, CA 95816 (Marshall School area)","Provide exceptional customer service skills at all times.
The schedule for this part time role (24 hours total a week) is Monday - Saturday 4:30pm -8:30pm. …",4 days ago
644,services,Vehicle Readiness Specialist - Sacramento,Tesla,N/A,"Clean service, loaner, and gallery vehicles.
The Vehicle Readiness Specialist is a key contributor to the Tesla experience by preparing vehicles for customers…",24 days ago
645,services,Client Services Representative (2021-1243),Atrium Works LLC,N/A,"Please note contractors are engaged to provide services on a temporary basis in connection with a specific assignment.
Take incoming calls from a queue.",5 days ago
646,services,Unit Secretary - NICU,Sutter Health,N/A,"The Unit Secretary participates in and support the patient/family care and experience through teamwork, effective communication, customer service skills,…",1 day ago
647,services,Burger Patch - Team Lead,Burger Patch,N/A,"Initiate in-service prep when necessary.
Maintain standards for ticket times and service.
90-day “Team Lead in training program” designed to train and evaluate…",Today
648,services,Administrative Assistant II,UC Davis Health,N/A,"Ensure the highest level of service, especially to physicians, laboratories, and regulatory agencies inside and outside the university.",1 day ago
649,services,Student Services Representative/IMMEDIATE OPENING 2nd Position,Curam College of Nursing,N/A,"This is a full time position Mon-Fri 0800-430PM.
We need someone who has excellent communication skills and the ability to resolve student issues and able to…",10 days ago
650,services,Medical Scheduler,"Sacramento Ear, Nose and Throat","Sacramento, CA 95815 (Johnson Business Park area)","Books, coordinates and reschedules patient's appointments and handles customer service inquiries.
Responsible for making and scheduling patients’ appointments…",22 days ago
651,services,Route Delivery Driver,Nestle Waters North America,N/A,"Pay: $21.25 per hour plus a competitive benefits package with overtime in accordance with state/federal law.
You’ll need a clean driving record.",3 days ago
652,services,BUDTENDER Cookies Sacramento,Cookies Sacramento,N/A,"Budtenders must stay current on marijuana industry trends and have exceptional customer service skills. *.
They are tasked with managing customer satisfaction…",30+ days ago
653,services,ACCOUNTANT I,Sacramento Employment and Training Agency,N/A,"Auxiliary aids and services are available upon request to individuals with disabilities.*.
Job assignments require substantial knowledge of SETA’s contracting…",1 day ago
654,services,Stocker - Aisle,Restaurant Depot,N/A,"Provides prompt, courteous and friendly customer service.
Commitment to company values and strong customer service orientation.
Basic reading and math skills.",1 day ago
655,services,Program and Office Assistant,Capitol Impact,"Sacramento, CA 95814 (Downtown area)","Oversee office supply, services and inventory – reviewing and approving supply requisitions, negotiating pricing in accordance with company policies and…",3 days ago
656,services,Animal Care Attendant,VCA Animal Hospitals,N/A,"Feeding and caring for dogs and cats.
Cleaning and maintaining hospital premises.
Assisting Doctors and Technicians when necessary.",4 days ago
657,services,"Dean, Student Services, Counseling and Transfer Services",Los Rios Community College District,N/A,"Developing budget processes for all identified student services programs.
Representing the college in local, state, and regional events and activities that…",3 days ago
658,services,Front Office Coordinator (Ophthalmology),Sacramento Eye Consultants,"Sacramento, CA 95815 (Point West area)","Demonstrated ability to provide high levels of customer service.
Very busy multi doctor ophthalmology practice seeking experienced candidate for a front office…",4 days ago
659,services,Cashier Associate - New Store Opening,Burlington Stores,N/A,"Deliver excellent customer service with a positive, professional attitude.
By always maintaining a positive and professional attitude, and working to deliver…",10 days ago
660,services,Customer Service Representative I,Delta Dental,N/A,"One year customer service experience within a call center or with related heavy customer contact experience (i.e. hospitality, retail, food industry).",3 days ago
661,services,Burger Patch - Front & Back of House $14.00 + estimated $2-$3/hr tips,Burger Patch,N/A,"Professional training/experience in leadership, face-to-face communication, and customer service.
Full-Time & Part-Time Available*.
Free meals while on shift.",Today
662,services,Environmental Service Technician,Sutter Health,N/A,"Knowledge of proper customerer service and guest relations skills.
The Environmental Service Technician maintains a clean, attractive and safe environment in…",3 days ago
663,services,Receiver Stocker Part Time,Lowe's,N/A,"All Lowe’s associates deliver quality customer service while maintaining a store that is clean, safe, and stocked with the products our customers need.",18 days ago
664,services,Student Services Coordinator (Sacramento Campus),Sutter Health,N/A,"Design, coordinate and deliver the holistic services inclusive of student services and support, tutoring, counseling, disability resources, health services,…",10 days ago
665,services,Associate Logistics Coordinator,RCG Logistics LLC,"Sacramento, CA 95826","RCG Auto Logistics works with relocation companies, auctions, captive finance companies and dealers to deliver reliable vehicle shipping options with an…",Today
666,services,Environmental Service Technician,Sutter Health,N/A,"Knowledge of proper customerer service and guest relations skills.
The Environmental Service Technician maintains a clean, attractive and safe environment in…",3 days ago
667,services,Helper Clerk,Sacramento Natural Foods Co Op Inc,"Sacramento, CA (Newton Booth area)","Respond to requests for service and assistance.
Exceed our customers’ expectations for service and provide a welcoming environment for all people and all…",24 days ago
668,services,Receiver Stocker Part Time,Lowe's,N/A,"All Lowe’s associates deliver quality customer service while maintaining a store that is clean, safe, and stocked with the products our customers need.",18 days ago
669,services,Student Services Coordinator (Sacramento Campus),Sutter Health,N/A,"Design, coordinate and deliver the holistic services inclusive of student services and support, tutoring, counseling, disability resources, health services,…",10 days ago
670,services,Program and Office Assistant,Capitol Impact,"Sacramento, CA 95814 (Downtown area)","Oversee office supply, services and inventory – reviewing and approving supply requisitions, negotiating pricing in accordance with company policies and…",3 days ago
671,services,California Delivery Driver (Car),Insomnia Cookies,"Sacramento, CA 95814 (Downtown area)","Providing quality customer service through positive and professional interaction with customers in person or by phone.
Part time and full time opportunities.",6 days ago
672,services,Grocery Team Member,Raley's Supermarkets,N/A,"Giving great customer service by listening, being courteous, identifying customer needs and going above and beyond to fulfill them.",30+ days ago
673,services,Night Crew Stocker,Raley's,N/A,"Customer service, grocery or similar experience desired.
Providing memorable customer service during daily customer interactions.
Interest in food a plus!",4 days ago
674,services,Front Office Coordinator (Ophthalmology),Sacramento Eye Consultants,"Sacramento, CA 95815 (Point West area)","Demonstrated ability to provide high levels of customer service.
Very busy multi doctor ophthalmology practice seeking experienced candidate for a front office…",4 days ago
675,services,Theatre Team Member,Cinemark,N/A,"Responds to phone calls and questions from Guests in a professional and quality customer service manner.
Consistently wipe down and sanitize Guest services…",30+ days ago
676,services,Warehouse Team Member,Raley's Supermarkets,N/A,"Starting pay $20.09 per hour with increases every 1040 hours worked up to $28.12.
$0.65 per hour night premium.
Paid Vacation and Sick Leave.",30+ days ago
677,services,"Store Team Member (Cashier, Stocker, Animal Care)",Pet Supplies Plus,N/A,"With over 500 locations in 34 states, the stores have a streamlined design making it easy to navigate a wide assortment of natural foods, hard goods and pet…",11 days ago
678,services,FedEx Delivery Driver Courier,H2L Ground Delivery Inc,"Sacramento, CA",Full-Time and Part-Time Driver to Pick up and Deliver packages in the Greater Sacramento Area - Terminal in Sacramento off Elder Creek Road.,1 day ago
679,services,Customer Service Representative,EGIA,"Sacramento, CA 95821","A minimum of 3 years of progressively responsible office experience with customer service.
Consistently high scoring in assessments of time-management, customer…",8 days ago
680,services,Transportation Security Officer (TSO),Transportation Security Administration,N/A,"Employment with TSA does not confer the ""Competitive Status"" that generally results from selection and service in Competitive Service agencies.",23 days ago
681,services,FedEx Delivery Driver Courier,H2L Ground Delivery Inc,"Sacramento, CA",Full-Time and Part-Time Driver to Pick up and Deliver packages in the Greater Sacramento Area - Terminal in Sacramento off Elder Creek Road.,1 day ago
682,services,Sales Associate part time,Five Below,N/A,"Delivers exceptional customer service through personal contact with customers.
Status: PT (up to 25 hours a week).
Responsible for cash handling procedures.",26 days ago
683,services,Medical Equipment Delivery Driver,Hospice Source Llc,N/A,"Our Medical Equipment Delivery Drivers do not need a CDL or previous driving experience.
Our drivers operate a company owned delivery van and receive new routes…",8 days ago
684,services,Customer Service Representative,EGIA,"Sacramento, CA 95821","A minimum of 3 years of progressively responsible office experience with customer service.
Consistently high scoring in assessments of time-management, customer…",8 days ago
685,services,Cashier/Customer Service,Fire Wings,N/A,"Provide professional and friendly customer service.
Maintain a clean and sanitary environment.
Take out and remove waste.
Job Type: Part-time, Full-time.",2 days ago
686,services,Perinatal Technician,Mercy General Hospital,N/A,The incumbent is a member of the healthcare team who is accountable for patient care supportive services for the Family Birth Center under the direct…,2 days ago
687,services,Cashier,Rite Aid,N/A,"This individual is responsible for provide excellent customer service to people shopping in Rite Aid stores.
Assist store leadership in ensuring merchandise on…",2 days ago
688,services,Development Associate,Sacramento LGBT Community Center,"Sacramento, CA 95811 (Midtown - Winn Park Capital Avenue area)","We have reduced in-person services, implemented temperature checks for everyone entering the building, and require employees and visitors to wear masks.",8 days ago
689,services,Brand Associate,Old Navy,N/A,"You will support your team to drive results, deliver best-in-class service and educate customers on our loyalty programs.",30+ days ago
690,services,Student Support Specialist (Two Positions) (Revised Posting),Los Rios Community College District,N/A,EXPERIENCE: Two years of related experience in student services on a college campus or in a community agency that provides comparable services to students or…,16 days ago
691,services,TES - SCREENING KIOSK WORKER,"University of California, Davis",N/A,"Temporary Employment Services provides temporary staffing to UC Davis campus and UC Davis Health in Sacramento.
Valid CA Driver’s License.",30+ days ago
692,services,Landscaper,Brightview,N/A,"You’d create beautiful environments by providing landscape maintenance support to a variety of industrial, commercial, and/or public properties.",1 day ago
693,services,Merchandise Associate,TJX Canada,N/A,"Possesses excellent customer service skills.
Responsible for delivering a highly satisfied customer experience demonstrated by engaging and interacting with all…",Today
694,services,Deputy City Clerk,City of Sacramento,N/A,"Principles of excellent customer service.
Under general supervision, the Deputy City Clerk performs a wide variety of difficult, complex, and specialized…",9 days ago
695,services,MOSC 3,UC Davis Health,N/A,"In depth knowledge of health care insurance systems, which may include Medi-Cal, MediCare, HMO, PPO, fee-for-service, county funded coverage, and workers’…",3 days ago
696,services,Cash Transport Guard,Brink's Incorporated,N/A,"As a Messenger (CTG) at Brink’s, you’ll partner with another team member in the safe pick-up and delivery of cash and valuables.",8 days ago
697,services,Team Member (Barista) - Alhambra,Peet's Coffee & Tea,N/A,"Carry a friendly, energetic, personable demeanor and have a passion for great customer service, with a customer-first mentality.",30+ days ago
